rule,confidence,support
eggs->hand soap,0.37372013651877134,219
milk->butter,0.37349397590361444,217
poultry->paper towels,0.3733974358974359,233
sandwich bags->flour,0.37318840579710144,206
toilet paper->hand soap,0.37305699481865284,216
mixes->sugar,0.37261698440207974,215
butter->ketchup,0.37258347978910367,212
spaghetti sauce->flour,0.37254901960784315,209
waffles->flour,0.3722871452420701,223
waffles->laundry detergent,0.3722871452420701,223
coffee/tea->spaghetti sauce,0.3719723183391003,215
milk->sandwich loaves,0.3717728055077453,216
fruits->flour,0.37168141592920356,210
juice->sandwich bags,0.3715277777777778,214
sandwich loaves->tortillas,0.37142857142857144,208
toilet paper->pork,0.37132987910189985,215
individual meals->sandwich bags,0.3712784588441331,212
dishwashing liquid/detergent->shampoo,0.3712374581939799,222
dishwashing liquid/detergent->poultry-vegetables,0.3712374581939799,222
aluminum foil->hand soap,0.37099494097807756,220
lunch meat->hand soap,0.37080536912751677,221
laundry detergent->pork,0.3706293706293706,212
laundry detergent->sandwich loaves,0.3706293706293706,212
laundry detergent->beef,0.3706293706293706,212
sugar->sandwich bags,0.37056737588652483,209
ice cream->hand soap,0.37055837563451777,219
ice cream->flour,0.37055837563451777,219
flour->butter,0.3704379562043796,203
yogurt->poultry-vegetables,0.37043478260869567,213
coffee/tea->hand soap,0.370242214532872,214
cheeses->tortillas,0.36993243243243246,219
juice->flour,0.3697916666666667,213
individual meals->hand soap,0.36952714535901926,211
shampoo->tortillas,0.3690909090909091,203
butter->pork,0.36906854130052724,210
ice cream->shampoo,0.3688663282571912,218
pork->fruits,0.3686131386861314,202
eggs->sandwich bags,0.36860068259385664,216
paper towels->hand soap,0.3683274021352313,207
juice->fruits,0.3680555555555556,212
dinner rolls->pork,0.36769759450171824,214
tortillas->sandwich loaves,0.3674911660777385,208
spaghetti sauce->poultry-vegetables,0.3672014260249554,206
dishwashing liquid/detergent->hand soap,0.36622073578595316,219
soap->hand soap,0.36585365853658536,210
waffles->milk,0.3656093489148581,219
vegetables->hand soap,0.3651202749140893,425
cheeses->hand soap,0.36486486486486486,216
pasta->pork,0.3641114982578397,209
mixes->poultry-vegetables,0.36395147313691506,210
cereals->hand soap,0.3637901861252115,215
cereals->flour,0.3637901861252115,215
bagels->hand soap,0.3628620102214651,213
individual meals->ketchup,0.36252189141856395,207
eggs->sandwich loaves,0.36177474402730375,212
bagels->flour,0.36115843270868825,212
lunch meat->poultry-vegetables,0.35906040268456374,214
tortillas->shampoo,0.3586572438162544,203
eggs->poultry-vegetables,0.3583617747440273,210
juice->poultry-vegetables,0.3576388888888889,206
fruits->pork,0.35752212389380533,202
butter->flour,0.35676625659050965,203
yogurt->hand soap,0.3565217391304348,205
beef->butter,0.35638297872340424,201
dishwashing liquid/detergent->sandwich loaves,0.35618729096989965,213
poultry->dishwashing liquid/detergent-vegetables,0.3557692307692308,222
poultry->dinner rolls-vegetables,0.3541666666666667,221
aluminum foil->poultry-vegetables,0.35413153456998314,210
lunch meat->ketchup,0.3540268456375839,211
butter->beef,0.3532513181019332,201
milk->poultry-vegetables,0.3528399311531842,205
beef->poultry-vegetables,0.3528368794326241,199
ice cream->pork,0.35194585448392557,208
sandwich loaves->poultry-vegetables,0.3482142857142857,195
coffee/tea->poultry-vegetables,0.3477508650519031,201
soap->poultry-vegetables,0.34668989547038326,199
sandwich bags->poultry-vegetables,0.34601449275362317,191
ice cream->poultry-vegetables,0.34517766497461927,204
poultry->vegetables-laundry detergent,0.34455128205128205,215
shampoo->poultry-vegetables,0.34363636363636363,189
poultry->lunch meat-vegetables,0.34294871794871795,214
poultry->yogurt-vegetables,0.34134615384615385,213
poultry->sugar-vegetables,0.33974358974358976,212
soda->poultry-vegetables,0.3395585738539898,200
paper towels->poultry-vegetables,0.33807829181494664,190
toilet paper->poultry-vegetables,0.33678756476683935,195
cereals->poultry-vegetables,0.33671742808798644,199
poultry->mixes-vegetables,0.33653846153846156,210
poultry->eggs-vegetables,0.33653846153846156,210
poultry->vegetables-aluminum foil,0.33653846153846156,210
cheeses->poultry-vegetables,0.33614864864864863,199
individual meals->poultry-vegetables,0.3345008756567426,191
flour->poultry-vegetables,0.33211678832116787,182
butter->poultry-vegetables,0.3304042179261863,188
tortillas->poultry-vegetables,0.3303886925795053,187
poultry->spaghetti sauce-vegetables,0.3301282051282051,206
poultry->vegetables-juice,0.3301282051282051,206
poultry->milk-vegetables,0.328525641025641,205
pasta->poultry-vegetables,0.32752613240418116,188
all- purpose->poultry-vegetables,0.3269230769230769,187
poultry->ice cream-vegetables,0.3269230769230769,204
fruits->poultry-vegetables,0.3238938053097345,183
poultry->coffee/tea-vegetables,0.32211538461538464,201
poultry->soda-vegetables,0.32051282051282054,200
bagels->poultry-vegetables,0.3202725724020443,188
poultry->beef-vegetables,0.3189102564102564,199
poultry->soap-vegetables,0.3189102564102564,199
poultry->cereals-vegetables,0.3189102564102564,199
poultry->cheeses-vegetables,0.3189102564102564,199
ketchup->poultry-vegetables,0.31868131868131866,174
hand soap->poultry-vegetables,0.31843575418994413,171
waffles->poultry-vegetables,0.31385642737896496,188
poultry->vegetables-sandwich loaves,0.3125,195
poultry->toilet paper-vegetables,0.3125,195
pork->poultry-vegetables,0.30656934306569344,168
poultry->sandwich bags-vegetables,0.3060897435897436,191
poultry->individual meals-vegetables,0.3060897435897436,191
poultry->paper towels-vegetables,0.30448717948717946,190
poultry->shampoo-vegetables,0.30288461538461536,189
poultry->butter-vegetables,0.30128205128205127,188
poultry->pasta-vegetables,0.30128205128205127,188
poultry->bagels-vegetables,0.30128205128205127,188
poultry->waffles-vegetables,0.30128205128205127,188
poultry->vegetables-tortillas,0.29967948717948717,187
poultry-> purpose-all-vegetables,0.29967948717948717,187
poultry->fruits-vegetables,0.2932692307692308,183
poultry->vegetables-flour,0.2916666666666667,182
poultry->ketchup-vegetables,0.27884615384615385,174
poultry->hand soap-vegetables,0.27403846153846156,171
poultry->pork-vegetables,0.2692307692307692,168
